,data input,,,,,,,,,,,data output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,2,1,0,suwuk,5,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,1,0,1,0,2,2,2,0,0,1,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,0
,0,2,1,0,suwuk,6,1,5,5,2,2,5,5,5,5,2,2,2,2,1,0,1,0,1,0,1,0,5,5,2,0,0,1,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,6,0,0,0,5,0,0,0,6,0,0,0,5,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,0
Sampak Sanga Slendro Sanga,0,3,1,0,lagu,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,0,1,0,1,0,1,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,6,0,0,0,5,0,0,0,6,0,0,0,5,0,0,0,6,0,0,0,5,0,0,0,6,0,0,0,5,0,0,0,0,1
,0,3,1,0,lagu,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,1_,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,1
,0,3,1,0,lagu,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,0,0,0,0,1_,0,0,0,1,0,0,0,1_,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,1
,0,3,1,0,lagu,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,1,0,1,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,1
,0,3,1,0,lagu,2,3,6,6,6,6,6,6,6,6,6,6,6,6,1,0,1,0,1,0,1,0,6,6,6,0,2,0,0,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,6_,0,0,0,1',0,0,0,6,0,0,0,1',0,0,0,6,0,0,0,1',0,0,0,6,0,0,0,1',0,0,0,6,0,0,0,0,1
,0,3,1,0,lagu,3,1,6,6,6,6,6,6,6,6,6,6,6,6,1,0,1,0,1,0,1,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,0,0,0,0,6_,0,0,0,1,0,0,0,6_,0,0,0,1',0,0,0,6,0,0,0,1',0,0,0,6,0,0,0,1',0,0,0,6,0,0,0,1',0,0,0,6,0,0,0,0,1
,0,3,1,0,lagu,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,0,0,0,0,1_,0,0,0,1,0,0,0,1_,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,1
,0,3,1,0,lagu,3,3,5,5,5,5,5,5,5,5,5,5,5,5,1,0,1,0,1,0,1,0,5,5,5,0,1,0,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,6,0,0,0,5,0,0,0,6,0,0,0,5,0,0,0,6,0,0,0,5,0,0,0,6,0,0,0,5,0,0,0,0,1
,0,3,1,0,lagu,4,1,5,5,5,5,5,5,5,5,5,5,5,5,1,0,1,0,1,0,1,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,6,0,0,0,5,0,0,0,6,0,0,0,5,0,0,0,6,0,0,0,5,0,0,0,6,0,0,0,5,0,0,0,0,1
,0,3,1,0,lagu,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,1,0,1,0,6,6,6,0,2,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,1
,0,3,1,0,lagu,5,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,1,0,1,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,1
,0,3,1,0,lagu,5,2,5,5,5,5,5,5,5,5,5,5,5,5,1,0,1,0,1,0,1,0,5,5,5,0,1,0,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,6,0,0,0,5,0,0,0,6,0,0,0,5,0,0,0,6,0,0,0,5,0,0,0,6,0,0,0,5,0,0,0,0,1
,0,3,1,0,suwuk,6,1,1,1,5,5,1,1,1,1,5,5,5,5,1,0,1,0,1,0,1,0,1,1,5,0,0,1,0,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,6,0,0,0,5,0,0,0,6,0,0,0,5,0,0,0,0,1
,0,3,1,0,suwuk,7,1,6,6,5,5,6,6,6,6,5,5,5,5,1,0,1,0,1,0,1,0,6,6,5,0,0,1,0,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,1',0,0,0,6,0,0,0,1',0,0,0,6,0,0,0,6,0,0,0,5,0,0,0,6,0,0,0,5,0,0,0,0,1
,0,3,1,0,suwuk,8,1,5,5,5,5,5,5,5,5,5,5,5,5,1,0,1,0,1,0,1,0,5,5,5,0,0,1,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,6,0,0,0,5,0,0,0,6,0,0,0,5,0,0,0,6,0,0,0,5,0,0,0,6,0,0,0,5,0,0,0,0,1
,0,3,1,0,suwuk,9,1,2,2,5,5,2,2,2,2,5,5,5,5,1,0,1,0,1,0,1,0,6,6,5,0,0,1,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,6,0,0,0,5,0,0,0,6,0,0,0,5,0,0,0,0,1
Sampak Tlutur Slendro Manyura,0,4,1,0,lagu,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,1,0,1,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,2
,0,4,1,0,lagu,1,2,1',1',1',1',1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1'_,0,0,0,0,0,0,0,1'_,0,0,0,0,0,0,0,1'_,0,0,0,0,0,0,0,1'_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1'_,0,0,0,0,0,0,0,0,0,0,0,1'_,0,0,0,0,0,0,0,1'_,0,0,0,0,0,0,0,0,0,0,0,1'_,0,0,0,0,0,0,0,0,0,0,0,1'_,0,0,0,0,0,0,0,1'_,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,2
,0,4,1,0,lagu,1,3,5,5,5,5,5,5,5,5,5,5,5,5,1,0,1,0,1,0,1,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,0,0,0,0,5_,0,0,0,0,0,0,0,5_,0,0,0,6,0,0,0,5,0,0,0,6,0,0,0,5,0,0,0,6,0,0,0,5,0,0,0,6,0,0,0,5,0,0,0,0,2
